subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s034,8,1,0.0921,0.106,0.0139,0.0955,0.1206,0.0251,0.043,0.0612,0.0182,0.0755,0.2358,0.1603,0.1192,0.436,0.3168,0.1274,0.11,-0.0174,0.0918,0.0813,-0.0105,0.0966,0.0834,-0.0132,0.1048,0.1259,0.0211,0.0739,0.1793,0.1054,0.0784
s034,8,2,0.0857,0.1096,0.0239,0.091,0.1261,0.0351,0.052,0.0493,-0.0027,0.0621,0.1818,0.1197,0.0981,0.3287,0.2306,0.1406,0.1536,0.013,0.0897,0.0758,-0.0139,0.0976,0.0963,-0.0013,0.0784,0.0773,-0.0011,0.0831,0.184,0.1009,0.0715
s034,8,3,0.0069,0.0649,0.058,0.0834,0.1407,0.0573,0.0741,0.0952,0.0211,0.0581,0.5765,0.5184,0.0786,0.3252,0.2466,0.1404,0.1319,-0.0085,0.1219,0.07,-0.0519,0.1127,0.0647,-0.048,0.1008,0.1396,0.0388,0.0857,0.1726,0.0869,0.0641
s034,8,4,0.0918,0.1281,0.0363,0.0797,0.124,0.0443,0.0625,0.0639,0.0014,0.0604,0.1675,0.1071,0.0913,0.289,0.1977,0.1304,0.1423,0.0119,0.1087,0.0731,-0.0356,0.099,0.0782,-0.0208,0.1113,0.0738,-0.0375,0.095,0.2035,0.1085,0.0789
s034,8,5,0.0981,0.2106,0.1125,0.0919,0.0892,-0.0027,0.0755,0.1048,0.0293,0.0472,0.168,0.1208,0.0926,0.2926,0.2,0.1414,0.1311,-0.0103,0.1101,0.0993,-0.0108,0.1011,0.0724,-0.0287,0.1071,0.0775,-0.0296,0.0926,0.1988,0.1062,0.0657
s034,8,6,0.1108,0.3032,0.1924,0.0878,0.0939,0.0061,0.0715,0.0966,0.0251,0.0417,0.1762,0.1345,0.0873,0.3031,0.2158,0.121,0.1059,-0.0151,0.1159,0.1064,-0.0095,0.0972,0.0574,-0.0398,0.1034,0.0944,-0.009,0.0929,0.2046,0.1117,0.0509
s034,8,7,0.1256,0.4989,0.3733,0.0871,0.0937,0.0066,0.0871,0.1175,0.0304,0.0639,0.1942,0.1303,0.0942,0.3045,0.2103,0.1596,0.4431,0.2835,0.114,0.1048,-0.0092,0.1025,0.0629,-0.0396,0.1043,0.1032,-0.0011,0.1074,0.2212,0.1138,0.0871
s034,8,8,0.1169,0.2068,0.0899,0.0639,0.0916,0.0277,0.0704,0.0873,0.0169,0.0388,0.1477,0.1089,0.0929,0.3,0.2071,0.1198,0.1328,0.013,0.153,0.0805,-0.0725,0.1072,0.0742,-0.033,0.1315,0.1111,-0.0204,0.0998,0.1862,0.0864,0.077
s034,8,9,0.1042,0.1374,0.0332,0.0836,0.1013,0.0177,0.0763,0.0691,-0.0072,0.0555,0.1399,0.0844,0.091,0.301,0.21,0.1288,0.1526,0.0238,0.1393,0.0813,-0.058,0.1101,0.0528,-0.0573,0.1444,0.1359,-0.0085,0.0871,0.1851,0.098,0.0789
s034,8,10,0.1126,0.1787,0.0661,0.0773,0.1016,0.0243,0.0702,0.0691,-0.0011,0.0581,0.1512,0.0931,0.0876,0.3061,0.2185,0.1217,0.1087,-0.013,0.1709,0.1028,-0.0681,0.1104,0.0344,-0.076,0.1336,0.1692,0.0356,0.1042,0.2238,0.1196,0.0683
s034,8,11,0.0987,0.1596,0.0609,0.0923,0.0894,-0.0029,0.0765,0.0852,0.0087,0.0565,0.1667,0.1102,0.0805,0.2789,0.1984,0.0989,0.1066,0.0077,0.1435,0.1285,-0.015,0.0893,0.0223,-0.067,0.1415,0.1319,-0.0096,0.0927,0.1873,0.0946,0.0739
s034,8,12,0.0984,0.1566,0.0582,0.0823,0.085,0.0027,0.0628,0.0982,0.0354,0.0578,0.1221,0.0643,0.0815,0.2817,0.2002,0.098,0.0916,-0.0064,0.1429,0.1194,-0.0235,0.1035,0.0217,-0.0818,0.1285,0.1478,0.0193,0.0963,0.1954,0.0991,0.0744
s034,8,13,0.1089,0.1584,0.0495,0.0981,0.0886,-0.0095,0.077,0.1261,0.0491,0.0807,0.1527,0.072,0.0594,0.2557,0.1963,0.1045,0.0979,-0.0066,0.1602,0.1027,-0.0575,0.1167,0.0117,-0.105,0.1494,0.166,0.0166,0.0942,0.202,0.1078,0.0586
s034,8,14,0.1042,0.1142,0.01,0.1013,0.1332,0.0319,0.0414,0.0472,0.0058,0.0697,0.1343,0.0646,0.0586,0.2702,0.2116,0.1437,0.1783,0.0346,0.1556,0.1277,-0.0279,0.1163,0.0227,-0.0936,0.1398,0.1464,0.0066,0.0892,0.1991,0.1099,0.0707
s034,8,15,0.0955,0.1368,0.0413,0.0915,0.1076,0.0161,0.0567,0.0802,0.0235,0.0691,0.1585,0.0894,0.0778,0.2593,0.1815,0.1225,0.1037,-0.0188,0.1547,0.1038,-0.0509,0.1069,0.0151,-0.0918,0.1689,0.1554,-0.0135,0.0868,0.2017,0.1149,0.0438
s034,8,16,0.0813,0.6888,0.6075,0.086,0.0892,0.0032,0.0915,0.6282,0.5367,0.0786,0.3283,0.2497,0.1279,0.3645,0.2366,0.1303,0.144,0.0137,0.1624,0.0542,-0.1082,0.1228,0.0887,-0.0341,0.1436,0.1098,-0.0338,0.0952,0.4622,0.367,0.0789
s034,8,17,0.1063,0.1305,0.0242,0.0971,0.1327,0.0356,0.072,0.0372,-0.0348,0.0955,0.1743,0.0788,0.0762,0.2928,0.2166,0.1501,0.1528,0.0027,0.158,0.1309,-0.0271,0.1158,0.1354,0.0196,0.1095,0.152,0.0425,0.0918,0.2098,0.118,0.0781
s034,8,18,0.0915,0.1088,0.0173,0.0802,0.1288,0.0486,0.0703,0.0689,-0.0014,0.0821,0.5562,0.4741,0.0944,0.3423,0.2479,0.1591,0.4413,0.2822,0.1016,0.1856,0.084,0.1058,0.1354,0.0296,0.106,0.6611,0.5551,0.1366,0.2686,0.132,0.072
s034,8,19,0.0934,0.1102,0.0168,0.0944,0.374,0.2796,0.1082,0.4413,0.3331,0.0784,0.2229,0.1445,0.1137,0.3538,0.2401,0.1714,0.2221,0.0507,0.1129,0.1175,0.0046,0.1156,0.1079,-0.0077,0.1193,0.2163,0.097,0.081,0.2296,0.1486,0.0733
s034,8,20,0.1095,0.2012,0.0917,0.1256,0.1705,0.0449,0.1016,0.1399,0.0383,0.0823,0.2236,0.1413,0.1089,0.3505,0.2416,0.1963,0.2148,0.0185,0.106,0.1921,0.0861,0.1438,0.1513,0.0075,0.1311,0.2134,0.0823,0.0842,0.2196,0.1354,0.0981
s034,8,21,0.125,0.1571,0.0321,0.1306,0.1776,0.047,0.0979,0.1069,0.009,0.1084,0.2432,0.1348,0.0918,0.3203,0.2285,0.1639,0.1834,0.0195,0.1707,0.1272,-0.0435,0.1238,0.0782,-0.0456,0.1633,0.1237,-0.0396,0.0889,0.184,0.0951,0.0973
s034,8,22,0.0905,0.1187,0.0282,0.11,0.1485,0.0385,0.0755,0.0728,-0.0027,0.0768,0.216,0.1392,0.0981,0.3173,0.2192,0.14,0.1411,0.0011,0.1142,0.1053,-0.0089,0.1071,0.071,-0.0361,0.1222,0.1002,-0.022,0.0832,0.1675,0.0843,0.0802
s034,8,23,0.0992,0.1358,0.0366,0.0968,0.1377,0.0409,0.0625,0.0662,0.0037,0.061,0.1936,0.1326,0.0823,0.3074,0.2251,0.1283,0.1235,-0.0048,0.1257,0.1125,-0.0132,0.1465,0.0732,-0.0733,0.1074,0.0841,-0.0233,0.0845,0.1738,0.0893,0.0786
s034,8,24,0.1047,0.136,0.0313,0.1016,0.132,0.0304,0.0868,0.0791,-0.0077,0.0803,0.1916,0.1113,0.0799,0.3091,0.2292,0.1207,0.1135,-0.0072,0.1507,0.1104,-0.0403,0.1208,0.0354,-0.0854,0.1406,0.1422,0.0016,0.0694,0.2204,0.151,0.0077
s034,8,25,0.0958,0.1131,0.0173,0.1184,0.1488,0.0304,0.0737,0.0694,-0.0043,0.0568,0.1644,0.1076,0.0902,0.2762,0.186,0.1267,0.1214,-0.0053,0.1543,0.0932,-0.0611,0.1333,0.0908,-0.0425,0.1217,0.1016,-0.0201,0.0776,0.1495,0.0719,0.1055
s034,8,26,0.1316,0.1191,-0.0125,0.1161,0.1689,0.0528,0.0568,0.0557,-0.0011,0.0515,0.1649,0.1134,0.081,0.2973,0.2163,0.1148,0.132,0.0172,0.1129,0.1141,0.0012,0.1203,0.0794,-0.0409,0.1148,0.0815,-0.0333,0.0929,0.1817,0.0888,0.0678
s034,8,27,0.1108,0.1142,0.0034,0.1031,0.1488,0.0457,0.0668,0.0684,0.0016,0.0507,0.1462,0.0955,0.0995,0.2937,0.1942,0.1113,0.124,0.0127,0.1129,0.0913,-0.0216,0.0995,0.0874,-0.0121,0.1114,0.0873,-0.0241,0.0684,0.1548,0.0864,0.072
s034,8,28,0.1076,0.117,0.0094,0.096,0.1235,0.0275,0.0757,0.0778,0.0021,0.076,0.1817,0.1057,0.0892,0.3164,0.2272,0.1182,0.1341,0.0159,0.1734,0.0927,-0.0807,0.1488,0.0304,-0.1184,0.1388,0.19,0.0512,0.1029,0.1906,0.0877,0.0894
s034,8,29,0.0947,0.1028,0.0081,0.1042,0.1475,0.0433,0.0652,0.0554,-0.0098,0.0792,0.1852,0.106,0.0752,0.2689,0.1937,0.123,0.1489,0.0259,0.1124,0.1016,-0.0108,0.1098,0.1109,0.0011,0.1229,0.1002,-0.0227,0.0905,0.1809,0.0904,0.0789
s034,8,30,0.0728,0.136,0.0632,0.095,0.1233,0.0283,0.0768,0.0905,0.0137,0.0406,0.1735,0.1329,0.0878,0.3181,0.2303,0.1335,0.1523,0.0188,0.0997,0.1441,0.0444,0.1211,0.0958,-0.0253,0.115,0.1509,0.0359,0.1129,0.2665,0.1536,0.0699
s034,8,31,0.1082,0.1095,0.0013,0.1047,0.1546,0.0499,0.0794,0.0808,0.0014,0.0726,0.1791,0.1065,0.0699,0.2747,0.2048,0.119,0.1652,0.0462,0.0942,0.1357,0.0415,0.1011,0.08,-0.0211,0.1206,0.1565,0.0359,0.0818,0.1874,0.1056,0.076
s034,8,32,0.0942,0.0955,0.0013,0.1071,0.1491,0.042,0.0731,0.0745,0.0014,0.0652,0.1765,0.1113,0.0776,0.2982,0.2206,0.1196,0.1156,-0.004,0.1116,0.1428,0.0312,0.1008,0.0887,-0.0121,0.0937,0.1032,0.0095,0.061,0.5284,0.4674,0.09
s034,8,33,0.1029,0.1477,0.0448,0.0984,0.1235,0.0251,0.0821,0.0789,-0.0032,0.0499,0.1651,0.1152,0.0802,0.276,0.1958,0.1243,0.1293,0.005,0.0921,0.1112,0.0191,0.1126,0.0794,-0.0332,0.1235,0.1052,-0.0183,0.0848,0.1672,0.0824,0.0807
s034,8,34,0.0971,0.106,0.0089,0.1013,0.1559,0.0546,0.0776,0.0652,-0.0124,0.0712,0.1798,0.1086,0.0791,0.2649,0.1858,0.1462,0.1528,0.0066,0.1047,0.1283,0.0236,0.1013,0.0254,-0.0759,0.1208,0.0825,-0.0383,0.0858,0.2321,0.1463,0.017
s034,8,35,0.0741,0.1054,0.0313,0.0984,0.1193,0.0209,0.0747,0.066,-0.0087,0.0744,0.1627,0.0883,0.0739,0.2644,0.1905,0.1277,0.1354,0.0077,0.0955,0.1315,0.036,0.1079,0.0736,-0.0343,0.1296,0.114,-0.0156,0.1,0.1948,0.0948,0.0675
s034,8,36,0.086,0.1379,0.0519,0.1018,0.1285,0.0267,0.0684,0.057,-0.0114,0.0549,0.1746,0.1197,0.09,0.3024,0.2124,0.134,0.418,0.284,0.0968,0.1765,0.0797,0.1092,0.0934,-0.0158,0.1113,0.1672,0.0559,0.1074,1.0477,0.9403,0.144
s034,8,37,0.0823,0.1128,0.0305,0.0955,0.1227,0.0272,0.0657,0.0546,-0.0111,0.062,0.1735,0.1115,0.0921,0.2952,0.2031,0.1398,0.1694,0.0296,0.1274,0.1066,-0.0208,0.1159,0.0621,-0.0538,0.1346,0.1137,-0.0209,0.0932,0.1788,0.0856,0.0979
s034,8,38,0.1749,0.3038,0.1289,0.0926,0.1037,0.0111,0.0855,0.0963,0.0108,0.0683,0.1746,0.1063,0.0815,0.2752,0.1937,0.133,0.1481,0.0151,0.1034,0.1067,0.0033,0.1053,0.0755,-0.0298,0.1098,0.0768,-0.033,0.1316,0.4646,0.333,0.095
s034,8,39,0.1037,0.1532,0.0495,0.082,0.1192,0.0372,0.0731,0.0594,-0.0137,0.0749,0.1825,0.1076,0.0847,0.2858,0.2011,0.1456,0.1406,-0.005,0.1161,0.1032,-0.0129,0.1325,0.066,-0.0665,0.1428,0.0963,-0.0465,0.1053,0.1788,0.0735,0.1002
s034,8,40,0.1277,0.1472,0.0195,0.0989,0.1411,0.0422,0.0707,0.0401,-0.0306,0.0879,0.1894,0.1015,0.0868,0.2976,0.2108,0.1369,0.1865,0.0496,0.1401,0.1124,-0.0277,0.1191,0.0719,-0.0472,0.1467,0.1134,-0.0333,0.0976,0.1843,0.0867,0.0913
s034,8,41,0.1161,0.1614,0.0453,0.0984,0.1253,0.0269,0.0795,0.0631,-0.0164,0.0882,0.1897,0.1015,0.0863,0.2739,0.1876,0.1439,0.1396,-0.0043,0.1207,0.1144,-0.0063,0.1135,0.0834,-0.0301,0.1249,0.09,-0.0349,0.0813,0.1482,0.0669,0.0966
s034,8,42,0.1116,0.1384,0.0268,0.0997,0.1343,0.0346,0.0734,0.0546,-0.0188,0.0766,0.1755,0.0989,0.0963,0.277,0.1807,0.1519,0.1765,0.0246,0.1301,0.1288,-0.0013,0.1256,0.0452,-0.0804,0.1349,0.0818,-0.0531,0.1077,0.169,0.0613,0.115
s034,8,43,0.1053,0.1292,0.0239,0.0987,0.1317,0.033,0.0731,0.0665,-0.0066,0.0707,0.1764,0.1057,0.0802,0.2639,0.1837,0.1259,0.1499,0.024,0.1646,0.1169,-0.0477,0.117,0.065,-0.052,0.1639,0.1317,-0.0322,0.1013,0.1658,0.0645,0.1063
s034,8,44,0.1153,0.1527,0.0374,0.1058,0.1264,0.0206,0.0808,0.0781,-0.0027,0.0813,0.1878,0.1065,0.1108,0.3358,0.225,0.1316,0.1533,0.0217,0.1406,0.0987,-0.0419,0.1182,0.0586,-0.0596,0.1514,0.12,-0.0314,0.0863,0.1566,0.0703,0.0894
s034,8,45,0.1158,0.13,0.0142,0.091,0.1287,0.0377,0.0855,0.0712,-0.0143,0.0684,0.1773,0.1089,0.0762,0.2607,0.1845,0.1266,0.1356,0.009,0.1395,0.1256,-0.0139,0.1224,0.0552,-0.0672,0.1111,0.0715,-0.0396,0.0902,0.1463,0.0561,0.1074
s034,8,46,0.1261,0.1287,0.0026,0.1047,0.1395,0.0348,0.0726,0.067,-0.0056,0.0903,0.1892,0.0989,0.0712,0.2656,0.1944,0.1375,0.1356,-0.0019,0.1455,0.1151,-0.0304,0.127,0.0146,-0.1124,0.1381,0.1264,-0.0117,0.1264,0.1986,0.0722,0.0852
s034,8,47,0.1116,0.0983,-0.0133,0.1047,0.1517,0.047,0.076,0.058,-0.018,0.0908,0.1965,0.1057,0.0623,0.2631,0.2008,0.1145,0.8424,0.7279,0.1024,0.132,0.0296,0.0987,0.0554,-0.0433,0.1251,0.1536,0.0285,0.0889,0.1719,0.083,0.0781
s034,8,48,0.0947,0.1556,0.0609,0.0435,0.0841,0.0406,0.0665,0.4452,0.3787,0.0649,0.2368,0.1719,0.0831,0.2746,0.1915,0.1135,0.1156,0.0021,0.1031,0.1116,0.0085,0.1177,0.0436,-0.0741,0.095,0.0601,-0.0349,0.0813,0.155,0.0737,0.0747
s034,8,49,0.0992,0.1049,0.0057,0.0902,0.1401,0.0499,0.0623,0.0612,-0.0011,0.0652,0.1583,0.0931,0.0805,0.2752,0.1947,0.1169,0.127,0.0101,0.1243,0.1167,-0.0076,0.1034,0.0288,-0.0746,0.1156,0.0968,-0.0188,0.0773,0.1473,0.07,0.0897
s034,8,50,0.1018,0.1418,0.04,0.1124,0.1045,-0.0079,0.0781,0.1332,0.0551,0.0607,0.1548,0.0941,0.0905,0.2933,0.2028,0.1286,0.1156,-0.013,0.1093,0.1374,0.0281,0.1204,0.0415,-0.0789,0.0856,0.0633,-0.0223,0.088,0.1678,0.0798,0.0718
s035,6,1,0.0536,0.2474,0.1938,0.0573,0.113,0.0557,0.0631,0.1045,0.0414,0.0668,0.3777,0.3109,0.0631,0.3382,0.2751,0.1,0.1681,0.0681,0.0657,0.0914,0.0257,0.0639,0.132,0.0681,0.1008,0.2166,0.1158,0.072,0.2826,0.2106,0.0715
s035,6,2,0.0546,0.2402,0.1856,0.0723,0.1116,0.0393,0.0551,0.1005,0.0454,0.0681,0.2361,0.168,0.0628,0.3517,0.2889,0.1108,0.1707,0.0599,0.0776,0.1062,0.0286,0.0733,0.0879,0.0146,0.0794,0.1612,0.0818,0.0741,0.2618,0.1877,0.0702
s035,6,3,0.0538,0.281,0.2272,0.0583,0.1121,0.0538,0.0662,0.1029,0.0367,0.0807,0.3133,0.2326,0.0633,0.3206,0.2573,0.1013,0.1638,0.0625,0.0834,0.0789,-0.0045,0.0776,0.1592,0.0816,0.0636,0.1572,0.0936,0.0675,0.2734,0.2059,0.066
s035,6,4,0.0599,0.2956,0.2357,0.0765,0.1311,0.0546,0.0639,0.1138,0.0499,0.0847,0.2092,0.1245,0.0665,0.3462,0.2797,0.1074,0.1623,0.0549,0.0647,0.0613,-0.0034,0.0918,0.1483,0.0565,0.0575,0.1435,0.086,0.0699,0.2676,0.1977,0.0646
s035,6,5,0.0625,0.2505,0.188,0.0791,0.134,0.0549,0.0596,0.105,0.0454,0.081,0.1984,0.1174,0.0675,0.416,0.3485,0.1338,0.5115,0.3777,0.0644,0.1518,0.0874,0.0628,0.0908,0.028,0.0586,0.1831,0.1245,0.0628,0.3356,0.2728,0.0683
s035,6,6,0.0636,0.2634,0.1998,0.0752,0.1301,0.0549,0.0617,0.1023,0.0406,0.1024,0.2857,0.1833,0.0834,0.4063,0.3229,0.1399,0.2312,0.0913,0.0707,0.2799,0.2092,0.0831,0.1367,0.0536,0.0538,0.1717,0.1179,0.0649,0.3145,0.2496,0.0546
s035,6,7,0.0644,0.2007,0.1363,0.0802,0.1728,0.0926,0.0641,0.1446,0.0805,0.0831,0.2297,0.1466,0.0715,0.338,0.2665,0.1053,0.2058,0.1005,0.0715,0.464,0.3925,0.0678,0.0739,0.0061,0.0599,0.1688,0.1089,0.0617,0.2683,0.2066,0.0675
s035,6,8,0.0615,0.217,0.1555,0.081,0.1541,0.0731,0.0565,0.1011,0.0446,0.077,0.2207,0.1437,0.0689,0.3778,0.3089,0.1264,0.2554,0.129,0.072,0.3282,0.2562,0.0794,0.0961,0.0167,0.0596,0.1617,0.1021,0.0715,0.2974,0.2259,0.0755
s035,6,9,0.0697,0.2044,0.1347,0.0944,0.1385,0.0441,0.0644,0.1056,0.0412,0.0823,0.201,0.1187,0.067,0.3414,0.2744,0.1158,0.2316,0.1158,0.0607,0.306,0.2453,0.0749,0.1011,0.0262,0.053,0.169,0.116,0.0628,0.2861,0.2233,0.0805
s035,6,10,0.0675,0.1914,0.1239,0.0823,0.1575,0.0752,0.0525,0.0902,0.0377,0.0981,0.2255,0.1274,0.0736,0.3744,0.3008,0.1039,0.1746,0.0707,0.0668,0.3965,0.3297,0.067,0.1272,0.0602,0.0678,0.1675,0.0997,0.0689,0.2988,0.2299,0.0902
s035,6,11,0.0731,0.1993,0.1262,0.0662,0.1446,0.0784,0.066,0.1296,0.0636,0.0921,0.2501,0.158,0.0652,0.3079,0.2427,0.1235,0.2108,0.0873,0.0612,0.1394,0.0782,0.0573,0.4194,0.3621,0.0575,0.1559,0.0984,0.0673,0.3618,0.2945,0.0918
s035,6,12,0.0633,0.198,0.1347,0.0842,0.1328,0.0486,0.0562,0.0787,0.0225,0.1002,0.1361,0.0359,0.0997,0.527,0.4273,0.119,0.1839,0.0649,0.0591,0.4806,0.4215,0.0694,0.0721,0.0027,0.0668,0.1987,0.1319,0.066,0.2742,0.2082,0.0757
s035,6,13,0.0704,0.1835,0.1131,0.0739,0.124,0.0501,0.0591,0.1182,0.0591,0.1071,0.1364,0.0293,0.096,0.3561,0.2601,0.1159,0.1842,0.0683,0.0726,0.1283,0.0557,0.0686,0.0673,-0.0013,0.0654,0.5707,0.5053,0.0544,0.2879,0.2335,0.0757
s035,6,14,0.0578,0.2595,0.2017,0.0915,0.1166,0.0251,0.0668,0.1009,0.0341,0.1295,0.1181,-0.0114,0.11,0.3994,0.2894,0.1395,0.1983,0.0588,0.0599,0.1283,0.0684,0.0836,0.1108,0.0272,0.072,0.1735,0.1015,0.0715,0.2407,0.1692,0.0807
s035,6,15,0.0776,0.1669,0.0893,0.0834,0.1364,0.053,0.0652,0.1151,0.0499,0.1306,0.2097,0.0791,0.0773,0.6293,0.552,0.1272,0.1497,0.0225,0.0694,0.0845,0.0151,0.1008,0.1022,0.0014,0.067,0.1524,0.0854,0.0726,0.2967,0.2241,0.0784
s035,6,16,0.0686,0.1508,0.0822,0.0944,0.1567,0.0623,0.0697,0.0745,0.0048,0.1377,0.1807,0.043,0.0915,0.3946,0.3031,0.1359,0.1636,0.0277,0.0768,0.1455,0.0687,0.0762,0.0699,-0.0063,0.0831,0.1743,0.0912,0.0778,0.262,0.1842,0.0847
s035,6,17,0.0681,0.1717,0.1036,0.0881,0.1572,0.0691,0.0652,0.1027,0.0375,0.1283,0.1121,-0.0162,0.1277,0.5101,0.3824,0.1361,0.1804,0.0443,0.071,0.1025,0.0315,0.0931,0.0984,0.0053,0.0786,0.1461,0.0675,0.0802,0.2845,0.2043,0.0884
s035,6,18,0.0551,0.3723,0.3172,0.0886,0.1583,0.0697,0.0644,0.1024,0.038,0.1324,0.1181,-0.0143,0.0781,0.4453,0.3672,0.1369,0.1952,0.0583,0.0694,0.1436,0.0742,0.0842,0.0739,-0.0103,0.0771,0.1422,0.0651,0.0773,0.3006,0.2233,0.0818
s035,6,19,0.0741,0.1558,0.0817,0.0813,0.1341,0.0528,0.0631,0.1148,0.0517,0.0881,0.2766,0.1885,0.0929,0.3604,0.2675,0.1124,0.1486,0.0362,0.0802,0.1868,0.1066,0.0755,0.0507,-0.0248,0.1024,0.1828,0.0804,0.0731,0.3586,0.2855,0.0931
s035,6,20,0.0678,0.1861,0.1183,0.0836,0.1353,0.0517,0.0639,0.1103,0.0464,0.1271,0.1416,0.0145,0.0995,0.4918,0.3923,0.1143,0.1383,0.024,0.0723,0.9073,0.835,0.0699,0.0892,0.0193,0.0715,0.2408,0.1693,0.0736,0.3056,0.232,0.0947
s035,6,21,0.0483,0.2484,0.2001,0.0733,0.1197,0.0464,0.066,0.133,0.067,0.1287,0.1023,-0.0264,0.0884,0.3604,0.272,0.1101,0.1515,0.0414,0.0718,0.1476,0.0758,0.0749,0.0314,-0.0435,0.076,0.1767,0.1007,0.0678,0.2905,0.2227,0.071
s035,6,22,0.0544,0.1603,0.1059,0.077,0.1171,0.0401,0.0586,0.0969,0.0383,0.1306,0.1179,-0.0127,0.1013,0.8991,0.7978,0.0892,0.1507,0.0615,0.0886,0.1594,0.0708,0.062,0.065,0.003,0.0873,0.2004,0.1131,0.082,0.334,0.252,0.0702
s035,6,23,0.057,0.2247,0.1677,0.0744,0.1488,0.0744,0.0691,0.1459,0.0768,0.1145,0.1612,0.0467,0.0789,0.3261,0.2472,0.104,0.1156,0.0116,0.0755,0.1642,0.0887,0.0649,0.0243,-0.0406,0.0858,0.1815,0.0957,0.0799,0.257,0.1771,0.0744
s035,6,24,0.0483,0.1669,0.1186,0.0723,0.1789,0.1066,0.0697,0.1196,0.0499,0.1525,0.14,-0.0125,0.0866,0.3198,0.2332,0.1117,0.1103,-0.0014,0.0742,0.1563,0.0821,0.0842,0.0251,-0.0591,0.0905,0.1691,0.0786,0.0871,0.269,0.1819,0.0712
s035,6,25,0.0491,0.1487,0.0996,0.0847,0.148,0.0633,0.0604,0.085,0.0246,0.1256,0.129,0.0034,0.0794,0.3042,0.2248,0.1098,0.1154,0.0056,0.0765,0.1531,0.0766,0.0739,0.0396,-0.0343,0.0763,0.1641,0.0878,0.0736,0.2185,0.1449,0.0631
s035,6,26,0.0617,0.7699,0.7082,0.0649,0.0908,0.0259,0.0438,0.1235,0.0797,0.1208,0.1975,0.0767,0.0794,0.3606,0.2812,0.1003,0.1336,0.0333,0.0644,0.1381,0.0737,0.061,0.0544,-0.0066,0.0911,0.1715,0.0804,0.0884,0.3591,0.2707,0.0849
s035,6,27,0.0467,0.2747,0.228,0.0675,0.1501,0.0826,0.0491,0.0982,0.0491,0.1348,0.1205,-0.0143,0.0757,0.355,0.2793,0.1024,0.132,0.0296,0.0604,0.1391,0.0787,0.0552,0.0362,-0.019,0.0681,0.1557,0.0876,0.0791,0.2602,0.1811,0.0704
s035,6,28,0.0475,0.1819,0.1344,0.0639,0.1132,0.0493,0.0623,0.1093,0.047,0.0971,0.1385,0.0414,0.0958,0.4827,0.3869,0.1172,0.1389,0.0217,0.0831,0.1678,0.0847,0.0563,0.0038,-0.0525,0.1016,0.2163,0.1147,0.0934,0.3757,0.2823,0.0844
s035,6,29,0.0607,0.1266,0.0659,0.0704,0.159,0.0886,0.0533,0.8294,0.7761,0.0971,1.3012,1.2041,0.0707,0.3158,0.2451,0.1074,0.1594,0.052,0.0683,0.1116,0.0433,0.0823,0.0789,-0.0034,0.0728,0.1962,0.1234,0.0823,0.3359,0.2536,0.0791
s035,6,30,0.0483,0.3591,0.3108,0.062,0.1243,0.0623,0.0522,0.1308,0.0786,0.1195,0.0928,-0.0267,0.1008,0.3807,0.2799,0.115,0.1607,0.0457,0.0602,0.1552,0.095,0.051,0.0175,-0.0335,0.0831,0.1962,0.1131,0.0744,0.3781,0.3037,0.0884
s035,6,31,0.047,0.1804,0.1334,0.0744,0.1557,0.0813,0.0515,0.0916,0.0401,0.173,0.1777,0.0047,0.0839,0.3849,0.301,0.1143,0.1397,0.0254,0.0586,0.1579,0.0993,0.0523,0.0275,-0.0248,0.094,0.1876,0.0936,0.0776,0.3797,0.3021,0.081
s035,6,32,0.0581,0.4649,0.4068,0.0979,0.1409,0.043,0.0538,0.1198,0.066,0.0794,0.2094,0.13,0.0683,0.3194,0.2511,0.0897,0.1509,0.0612,0.0644,0.1568,0.0924,0.0512,0.0499,-0.0013,0.1314,0.1936,0.0622,0.0923,0.4129,0.3206,0.0736
s035,6,33,0.0551,0.179,0.1239,0.0641,0.1385,0.0744,0.0522,0.1139,0.0617,0.173,0.1619,-0.0111,0.0694,0.3583,0.2889,0.1198,0.1631,0.0433,0.0649,0.1486,0.0837,0.0567,0.0897,0.033,0.0976,0.1532,0.0556,0.0889,0.3077,0.2188,0.072
s035,6,34,0.0594,0.1108,0.0514,0.0863,0.1633,0.077,0.0604,0.1353,0.0749,0.1902,0.1856,-0.0046,0.0982,0.43,0.3318,0.1092,0.1564,0.0472,0.0633,0.138,0.0747,0.0522,0.0858,0.0336,0.0976,0.1546,0.057,0.0757,0.2665,0.1908,0.0541
s035,6,35,0.0459,0.1458,0.0999,0.0789,0.1588,0.0799,0.0486,0.196,0.1474,0.1237,0.1783,0.0546,0.0918,0.4645,0.3727,0.1227,0.1852,0.0625,0.071,0.1666,0.0956,0.0491,0.0945,0.0454,0.0628,0.1372,0.0744,0.0715,0.2375,0.166,0.0583
